overview,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western
"A dark, hip, urban story of a barren and anonymous city where the underclass' sport of choice is ram-raiding. An exciting game in which stolen cars are driven through shop windows to aid large-scale looting before the police arrive. For Tommy, it's a business, but for Billy and Jo, it's a labour of love. As the competition between Tommy and Billy grows more fierce, the stakes become higher and the ""shopping"" trips increasingly risky.",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ray Liotta stars as a medical examiner who has been acquitted for his wife's murder but many still question his innocence. Obsessed with finding his wife's killer, a possible solution presents itself in an experimental serum designed by a neurobiology Linda Fiorentino which has the ability to transfer memories from one person to another, but not without consequences. Liotta driven to solve the case injects himself with the serum, bringing him closer and closer to finding her killer but bringing him closer to death.",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
No overview found.,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"After telling the story of Flint's last journey to young Jim Hawkins, Billy Bones has a heart attack and dies just as Jim and his friends are attacked by pirates. The gang escapes into the town where they hire out a boat and crew to find the hidden treasure, which was revealed by Bones before he died. On their voyage across the seas, they soon find out that not everyone on board can be trusted.",1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"A documentary following Christy Turlington and other models during spring fashion week in Milan, Paris and New York.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
An ex-con holds a group of people hostage in a topless bar.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
"A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.",1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Two parents deal with the effects when their son is accused of murdering his girlfriend.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"In a town where half the men die down the coalpit, Margaret MacNeil is quite happy being single in her small Cape Breton island town. Until she meets Neil Currie, a charming and sincere bagpipe-playing, Gaelic-speaking dishwasher. But no matter what you do, you can't avoid the spectre of the pit forever.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Francis, the boss of a small plumbing supply company, is harassed by tax collectors, striking employees, and an impossible wife and daughter. His only joy is sharing lunch with his friend Gerard. Then a TV show called ""where are you?"" shows a woman from Gers who is searching for her husband who disappeared 28 years ago. The lost husband looks like an identical twin of Francis...",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first fully-rounded portrait of their brash and free-spirited daughter Anne, perhaps the world's most famous victim of the Holocaust. Written by Dawn M. Barclift",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"A sinister tale of genius gone wrong, The Young Poisoner's Handbook chronicles a young man's descent into madness against the absurd backdrop of suburban English life. Hugh O'Conor plays Graham Young, a schoolboy from the London suburbs whose deadly obsession with toxic substances causes him to dabble in experimental murder.",0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable romances within a month, they must jump off the Brooklyn Bridge.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So when Mona leaves her fortune and estate to Ruben it starts a battle between brothers that soon leads to madness, mayhem, and even attempted murder. On Ruben's side is Lou Perilli an ex-Chicago cop and used car dealer who knows the law - and how to get around it. On Robby's side is ruthless businessman Reed Tyler, who is out to turn a swift profit on Mona's property. Walking a shifty line between them is Eddie Agopian, the family lawyer, who doesn't care which side wins as long as he's on the winner's side. But whether they're stealing big or stealing little, they're all stealing in this hilarious comedy about greed, power... and brotherly love.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"A bunch of high school misfits in Hawaii, introduced by their new teacher, attend a science fair in which they draw up inspiration to build their own solar car and win a trip to compete in the 1990 World Solar Challenge in Australia.",1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Marcus is a successful advertising executive who woos and beds women almost at will. After a company merger he finds that his new boss, the ravishing Jacqueline, is treating him in exactly the same way. Completely traumatised by this, his work goes badly downhill.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Every day, Cop 223 buys a can of pineapple with an expiration date of May 1, symbolizing the day he'll get over his lost love. He's also got his eye on a mysterious woman in a blond wig, oblivious of the fact she's a drug dealer. Cop 663 is distraught with heartbreak over a breakup. But when his ex drops a spare set of his keys at a local cafe, a waitress lets herself into his apartment and spruces up his life.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The adventures and deceptions of a photographer who travels through the small villages of Sicily pretending that he is working for the big film studios in Rome.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Adopted as a child, new father Mel Colpin (Ben Stiller) decides he cannot name his son until he knows his birth parents, and determines to make a cross-country quest to find them. Accompanied by his wife, Nancy (Patricia Arquette), and an inept yet gorgeous adoption agent, Tina (Tea Leoni), he departs on an epic road trip that quickly devolves into a farce of mistaken identities, wrong turns, and overzealous and love-struck ATF agents (Josh Brolin, Richard Jenkins).",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The death of a prince brings a young woman back to the palace where she was born into servitude. The lingering legacy of the harem is brought into light from behind frosted windows and velvet curtains.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pie in the Sky is a 1996 American romantic comedy film about a young man obsessed with traffic gridlock who falls in love with an avant-garde dancer.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"A ten year old girl named Angela leads her six year old sister, Ellie, through various regimens of 'purification' in an attempt to rid themselves of their evil, which she believes to be the cause of their mother's mental illness. Precocious, to say the least, Angela has visions of Lucifer coming to take her and her sister away, and one of her remedies for this is for them to remain within a circle of their dolls and toys until they see a vision of the virgin Mary come to them. But such thinking can only lead to an ending befitting of her own mental state.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The quirky story of a young boy's adventures growing up with his stunningly beautiful mother and the two very different men who love her.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"Someone does a nasty hatchet job on a San Fransisco big noise and the Assistant D.A. takes charge of the investigation. Through a web of blackmail and prostitution involving the Governor, an old lover of the law man emerges as a prime suspect and he has to deal with his personal feelings as well as the case.",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
"Balbuena is a genial illegal immigrant who makes his way to New York City to take a bite out of the Big Apple. But his hopes of finding a better life soon begin to fade as Balbuena encounters one obstacle after another in the hardscrabble, uncaring metropolis.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
